Property reference number,Ratepayer,Address,Postcode,Latitude,Longitude,Property start date,Rateable value,VOA code,VOA description,Liability start date,Occupied,Exemptions,Exemptions start date,Mandatory Reliefs,Mandatory Relief Start Date,Pub Relief,Additional Relief,Revaluation Relief,Supporting Small Business Relief
9008607,The Urban Chocolatier Limited,"31, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,69500,CS,,2016-04-01,Y,,,,,,,,
9008608,J Sainsbury Plc,"35, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,157000,CS,,2015-11-05,Y,,,,,,,,
9008609,Poundland Limited,"36a, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,126000,CS,,2015-11-05,Y,,,,,,,,
9008610,Wh Smith Retail Holdings Limited,"37, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,108000,CS,,2015-11-05,Y,,,,,,,,
9008611,The Works Stores Limited,"42, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,94000,CS,,2015-11-05,Y,,,,,,,,
9008612,Vision Express (Uk) Ltd,"43, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,85000,CS,,2015-11-05,Y,,,,,,,,
9008613,Bradford Broadway Limited,"44, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,85000,CS,,2015-11-05,,,,,,,,,
9008614,Hutchison 3g Uk Limited,"45, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,84000,CS,,2015-11-05,Y,,,,,,,,
9008615,The Perfume Shop Limited,"46, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,48250,CS,,2015-11-05,Y,,,,,,,,
9008616,Jcdecaux Uk Ltd,"Ad Right Brf8011/8012dg, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008617,Jcdecaux Uk Ltd,"Ad Right Brf8013/8014dg, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008620,The Limited - The T/A Yangtze Express,"Food Court 1, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,66000,CR2,FOOD COURT AND PREMISES,2015-11-05,Y,,,,,,,,
9008621,Happy Customer Limited,"Food Court 2, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,62000,CR2,FOOD COURT AND PREMISES,2015-11-05,Y,,,,,,,,
9008622,Mulcroft Limited,"Food Court 3, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,106000,CR2,FOOD COURT AND PREMISES,2015-11-05,Y,,,,,,,,
9008623,Northgate Fast Food Limited,"Food Court 4, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,55500,CR2,FOOD COURT AND PREMISES,2015-11-05,Y,,,,,,,,
9008624,Karali Limited,"Food Court 5, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,113000,CR2,FOOD COURT AND PREMISES,2015-11-05,Y,,,,,,,,
9008626,Wrapchic (Bradford) Ltd,"Food Court 7, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-11-05,32250,CR2,FOOD COURT AND PREMISES,2018-08-01,Y,,,,,,,,
9008627,H&M Hennes & Mauritz Uk Limited,"1, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,382500,CS,,2015-11-05,Y,,,,,,,,
9008628,Arcadia Group Limited,"3, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,220000,CS,,2015-11-05,Y,,,,,,,,
9008629,River Island Clothing Co Ltd,"5, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,247000,CS,,2015-11-05,Y,,,,,,,,
9008630,Lydonford Limited,"6, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,101000,CS,,2016-12-01,Y,,,,,,,,
9008631,Schuh Limited,"7, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,129000,CS,,2015-11-05,Y,,,,,,,,
9008632,Next Retail Limited,"8, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,425000,CS,,2015-11-05,Y,,,,,,,,
9008633,Office Holdings Limited,"61, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,113000,CS,,2015-11-05,Y,,,,,,,,
9008634,Monsoon Accessorize Limited,"62, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,80000,CS,,2015-11-05,Y,,,,,,,,
9008635,Novus 26 Limited T/A Vault,"63, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-26,97500,CS,,2018-02-26,Y,,,,,,,,
9008636,New Look Limited,"64, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,302500,CS,,2015-11-05,Y,,,,,,,,
9008638,Mooboo Limited,"Kiosk 4, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,28750,CS4,,2015-11-05,Y,,,,,,,Yes,
9008639,Sweta Vajir Llp,"Kiosk 5, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,28750,CS4,,2015-11-05,Y,,,,,,,Yes,
9008640,Jcdecaux Uk Ltd,"Ad Right Brf8001/8002dg, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008641,Jcdecaux Uk Ltd,"Ad Right Brf8003/8004dg, Eastbrook Mall, The Broadway, Bradford, BD1 1AF",BD1 1AF,53.79501,-1.75030,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008642,Marks & Spencer Plc,"11, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,650000,CS,,2015-11-05,Y,,,,,,,,
9008643,C-Retail Limited T/A Superdry,"12, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,257500,CS,,2015-11-05,Y,,,,,,,,
9008644,Jd Sports Fashion Distribution Limited,"14, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,242000,CS,,2015-11-05,Y,,,,,,,,
9008645,Footasylum Limited,"14a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,131000,CS,,2015-11-05,Y,,,,,,,,
9008646,Kast Retail Ltd T/A Quiz,"16a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-20,99000,CS,,2015-11-20,Y,,,,,,,,
9008647,Game Retail Limited,"17, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,96500,CS,,2017-06-05,Y,,,,,,,,
9008648,The Carphone Warehouse Limited,"17a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,82000,CS,,2015-11-05,Y,,,,,,,,
9008649,Costa Coffee Group,"18, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,97500,CS,,2015-11-05,Y,,,,,,,,
9008650,Debenhams Retail Plc,"20, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,845000,CS,,2015-11-05,Y,,,,,,,,
9008651,H Samuel Limited,"48a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,150000,CS,,2015-11-05,Y,,,,,,,,
9008652,Ee Limited,"49, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-19,83500,CS,,2015-11-19,Y,,,,,,,,
9008653,Vodafone Limited,"50, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,87500,CS,,2015-11-05,Y,,,,,,,,
9008654,Aurum Holdings Ltd,"51, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,91000,CS,,2015-11-05,,,,,,,,,
9008655,The Body Shop International Limited,"54, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,71500,CS,,2015-11-05,Y,,,,,,,,
9008656,Khaadi Fashions Ltd,"55a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-27,94500,CS,,2015-12-01,Y,,,,,,,,
9008657,Moss Bros Group Plc,"56, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-12-20,103000,CS,,2015-12-20,Y,,,,,,,,
9008658,Paperchase Limited,"57, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,96000,CS,,2015-11-05,Y,,,,,,,,
9008659,Kiko Uk Limited,"58, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,75000,CS,,2015-11-05,Y,,,,,,,,
9008660,Ernest Jones (Jewellers) Limited,"58a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,152000,CS,,2015-11-05,Y,,,,,,,,
9008661,Jcdecaux Uk Ltd,"Ad Right Brf8007/8008dg, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008662,Jcdecaux Uk Ltd,"Ad Right Brf8005/8006dg, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008663,Jcdecaux Uk Ltd,"Advert Right Brf8009/8010dg, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,15000,CA,,2015-11-05,Y,,,,,,,,
9008664,Bradford Broadway Limited,"Management Information Kiosk, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,28750,CS4,,2015-11-05,Y,,,,,,,Yes,
9008665,Photo-Me International Plc,"Photo Booth, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,750,CX,SITE OF PHOTO BOOTH,2015-11-05,Y,,,,,,,,
9008666,M-Bitz Ltd T/A The Case Tailors,"Kiosk 7, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,28750,CS4,,2015-11-05,Y,,,,,,,Yes,
9008667,Mr Pretzels (Uk) Retail Limited,"Kiosk 8, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-11-05,28750,CS4,,2015-11-05,Y,,,,,,,Yes,
9008668,Bradford Broadway Limited,"Car Park, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,239000,CP,,2015-11-05,Y,,,,,,,,
9008669,Bradford Broadway Limited,"Centre Management Suite,3rd Flr, The Broadway , Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,13750,CO,,2015-11-05,Y,,,,,,,,
9008670,Bradford Broadway Limited,"Security Control Room,Basement, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,2800,CO,,2015-11-05,Y,,,,,,,,
9008673,Green Retail Ltd T/A Centros,"36, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-12-04,77500,CS,,2015-12-04,Y,,,,,,,Yes,
9008674,Bradford Broadway Limited,"52, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-12-09,100000,CS,,2015-12-09,Y,,,,,,,,
9008675,,"Garage Opp, 2, Arctic Street, Keighley, BD20 6AH",BD20 6AH,53.87731,-1.91103,2015-04-01,2750,IF3,,2015-04-01,,Rateable Value,2015-04-01,,,,,,
9008676,,"Part 1st & 2nd Floors, 1, Nesfield Street, Bradford, BD1 3ET",BD1 3ET,53.80108,-1.75806,2015-01-27,6300,IF3,GYMNASIUM & PREMISES,2017-09-01,Y,,,Small Business Rate Relief,2017-09-01,,,,
9008677,Christians Against Poverty,"Jubilee Mill, 30, North Street, Bradford, BD1 4EW",BD1 4EW,53.79696,-1.74656,2014-10-01,115000,CO,,2014-10-01,Y,,,Mandatory Relief,2014-10-01,,,,
9008678,,"36, Market Street, Bradford, BD1 1NF",BD1 1NF,53.79337,-1.75315,2015-10-01,12750,CS,,2015-10-01,Y,,,Small Business Rate Relief,2017-04-01,,,,
9008679,,"15, Bridge Street, Bradford, BD1 1RY",BD1 1RY,53.79308,-1.75557,2015-10-01,14500,CS,,2015-10-01,Y,,,,,,,,
9008680,,"44, Changegate, Haworth, Keighley, BD22 8EB",BD22 8EB,53.83319,-1.95602,2015-08-14,3750,CH1,SELF CATERING HOLIDAY UNIT AND PREMISES,2015-08-14,Y,,,Small Business Rate Relief,2015-08-14,,,,
9008682,J. Perfumes Limited,"Kiosk, 6a, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-12-12,28750,CS4,,2015-12-12,Y,,,,,,,Yes,
9008683,Trustees Of Shellbridge Pension Fund,"Units 4 5 & 6, Station Road, Shipley, BD18 2JL",BD18 2JL,53.83264,-1.77462,2015-04-01,22000,CW,,2015-04-01,Y,,,,,,,,
9008684,R & S Halal Meats Ltd,"27, Victoria Road, Keighley, BD21 1HD",BD21 1HD,53.85994,-1.91373,2015-10-01,2275,CS,,2015-10-01,Y,,,Small Business Rate Relief,2017-06-18,,,,
9008685,B - Sporting Limited,"Unit 2, Jubilee Way, Thackley Old Road, Shipley, BD18 1QG",BD18 1QG,53.83622,-1.76475,2015-09-01,26000,CW,,2015-09-01,Y,,,,,,,,
9008686,,"Adams Autos, North Brook Works, Beck Street, Keighley, BD21 5JJ",BD21 5JJ,53.86423,-1.91109,2015-11-23,7700,IF3,VEHICLE REPAIR WORKSHOP & PREMISES,2015-11-23,Y,,,Small Business Rate Relief,2015-11-23,,,,
9008687,,"Auction House, Beck Street, Keighley, BD21 5JJ",BD21 5JJ,53.86423,-1.91109,2015-11-23,10250,CW3,,2018-09-03,Y,,,,,,,,
9008688,John Peel & Son Limited,"Unit 39, Baildon Mills, Northgate, Baildon, BD17 6JX",BD17 6JX,53.85416,-1.76731,2015-11-01,1225,CO,OFFICE AND PREMISES,2015-11-01,,Rateable Value,2015-11-01,,,,,,
9008689,John Peel & Son Limited,"Unit 40, Baildon Mills, Northgate, Baildon, BD17 6JX",BD17 6JX,53.85416,-1.76731,2015-11-01,920,CO,OFFICE AND PREMISES,2015-11-01,,Rateable Value,2015-11-01,,,,,,
9008690,John Peel & Son Limited,"Unit 41, Baildon Mills, Northgate, Baildon, BD17 6JX",BD17 6JX,53.85416,-1.76731,2015-11-01,920,CO,OFFICE AND PREMISES,2015-11-01,,Rateable Value,2015-11-01,,,,,,
9008691,John Peel & Son Limited,"Unit 42, Baildon Mills, Northgate, Baildon, BD17 6JX",BD17 6JX,53.85416,-1.76731,2015-11-01,830,CO,OFFICE AND PREMISES,2015-11-01,,Rateable Value,2015-11-01,,,,,,
9008692,Dlr Accounting Solutions Limited,"Office 1 And Office 6 (1st Floor), Wright Watson Enterprise Centre, 40, Albion Road, Idle, Bradford, BD10 9PY",BD10 9PY,53.83474,-1.72893,2015-10-01,5200,CO,,2016-04-01,Y,,,Small Business Rate Relief,2016-04-01,,,,
9008693,Jg Estates Ltd,"Unit 1, Netherlands Garage, Halifax Road, Bradford, BD6 2JP",BD6 2JP,53.76079,-1.77370,2014-04-01,6800,IF3,,2014-04-01,Y,,,Small Business Rate Relief,2014-04-01,,,,
9008694,,"Unit 1a, Netherlands Garage, Halifax Road, Bradford, BD6 2JP",BD6 2JP,53.76079,-1.77370,2014-04-01,8500,CW1,,2014-04-01,Y,,,Small Business Rate Relief,2014-04-01,,,,
9008696,Life Church Uk,"Belfry House, 17, Chester Street, Bradford, BD5 0AF",BD5 0AF,53.79098,-1.75754,2015-06-08,36500,COO,,2015-06-08,Y,,,Mandatory Relief,2015-06-08,,,,
9008698,Bradford Broadway Limited,"Remote Storage 9 Bst Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,12500,CW3,,2015-11-05,,,,,,,,,
9008699,Hmv Retail Ltd,"Remote Storage 10 Bst Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,5000,CW3,,2016-05-06,Y,,,,,,,,
9008700,Bradford Broadway Limited,"Remote Storage 11 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,20250,CW3,,2015-11-05,,,,,,,,,
9008701,Bradford Broadway Limited,"Remote Storage 12 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,14750,CW3,,2015-11-05,,,,,,,,,
9008702,Bradford Broadway Limited,"Remote Storage 13 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,10750,CW3,,2015-11-05,,,,,,,,,
9008703,Game Retail Limited,"Remote Storage Su17 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,6600,CW3,,2017-06-05,Y,,,,,,,,
9008704,Krispy Kreme Uk Ltd,"Remote Storage 017 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1025,CW3,,2016-10-28,Y,,,,,,,,
9008705,Patisserie Valerie Holdings Limited,"Remote Storage 018 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1025,CW3,,2015-11-18,Y,,,,,,,,
9008706,Mr Pretzels (Uk) Retail Limited,"Remote Storage 019 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1025,CW3,,2015-11-05,Y,,,,,,,,
9008707,Smiggle Uk Limited,"Remote Storage 020 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1300,CW3,,2016-04-01,Y,,,,,,,,
9008708,Bradford Broadway Limited,"Remote Storage 021 Bsmt Flr, The Broadway Centre, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,850,CW3,,2015-12-20,,Rateable Value,2016-12-20,,,,,,
9008709,Bradford Broadway Limited,"Remote Storage 021a Bsmt Flr, The Broadway , Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,475,CW3,,2017-05-28,,Rateable Value,2017-05-28,,,,,,
9008710,J Sainsbury Plc,"Remote Storage Su35 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,5600,CW3,,2015-11-05,Y,,,,,,,,
9008711,Poundland Limited,"Remote Storage Su36a Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,9500,CW3,,2015-11-05,Y,,,,,,,,
9008712,Wh Smith Retail Holdings Limited,"Remote Storage Su37 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,6200,CW3,,2015-11-05,Y,,,,,,,,
9008713,Genus Uk Limited T/A Select (Retail),"Remote Storage Su53 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,10000,CW3,,2016-03-22,Y,,,,,,,,
9008714,Khaadi Fashions Ltd,"Remote Storage Su55a Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,6700,CW3,,2015-12-01,Y,,,,,,,,
9008716,Paperchase Limited,"Remote Storage Su57 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,5500,CW3,,2015-11-05,Y,,,,,,,,
9008717,Bradford Broadway Limited,"Remote Storage Su58 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,7600,CW3,,2015-11-05,,,,,,,,,
9008719,The Entertainer (Amersham) Ltd,"Remote Storage 22 Bsmt Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,4000,CW3,,2015-11-05,Y,,,,,,,,
9008721,Happy Customer Limited,"Remote Storage 6 Bst Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,960,CW3,,2015-11-05,Y,,,,,,,,
9008722,Bradford Broadway Limited,"Remote Storage 4 Bst Flr, The Broadway , Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1000,CW3,,2015-11-05,,Rateable Value,2016-11-05,,,,,,
9008723,Mulcroft Limited,"Remote Storage 3 Bst Flr, The Broadway , Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1000,CW3,,2015-11-05,Y,,,,,,,,
9008724,Northgate Fast Food Limited,"Remote Storage 5 Bst Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1000,CW3,,2015-11-05,Y,,,,,,,,
9008725,Bradford Broadway Limited,"Remote Storage 1 Bst Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1300,CW3,,2015-11-05,,Rateable Value,2015-11-05,,,,,,
9008726,The Limited - The T/A Yangtze Express,"Remote Storage 2 Bst Flr, The Broadway, Hall Ings, Bradford, BD1 1JR",BD1 1JR,53.79392,-1.74867,2015-11-05,1200,CW3,,2015-11-05,Y,,,,,,,,
9008731,Ann Summers Ltd.,"16, Petergate Mall, The Broadway, Bradford, BD1 1AH",BD1 1AH,53.79448,-1.74918,2015-12-13,98000,CS,,2015-12-13,Y,,,,,,,,
9008732,Jdm Enterprises Ltd T/A Juice,"48, Charles Street Mall, The Broadway, Bradford, BD1 1US",BD1 1US,53.79426,-1.74979,2015-12-21,41000,CS,,2015-12-21,Y,,,,,,,,
9008733,Bevan Healthcare Cic,"14-16, Piccadilly, Bradford, BD1 3LX",BD1 3LX,53.79554,-1.75329,2015-03-16,39250,CO,,2015-03-16,Y,,,,,,,,
9008734,Cartmex Limited,"Rooms 1 To 4 & 6 To 9, Pt 1st Floor, Wool Exchange, 10, Hustlergate, Bradford, BD1 1LE",BD1 1LE,53.79416,-1.75262,2015-10-21,25750,CO,,2018-06-25,,Listed Building,2018-06-25,,,,,,
9008735,Cartmex Limited,"Room 5, Pt 1st Floor, Wool Exchange, 10, Hustlergate, Bradford, BD1 1LE",BD1 1LE,53.79416,-1.75262,2015-10-21,1525,CO,,2018-06-25,,Listed Building,2018-06-25,,,,,,
9008736,Gt Turbo Uk Ltd,"Unit 5a, Lessarna Court, Bowling Back Lane, Bradford, BD4 8ST",BD4 8ST,53.78564,-1.72690,2014-09-01,4650,IF3,,2014-09-01,Y,,,Small Business Rate Relief,2014-09-01,,,,
9008737,,"Unit 5b, Lessarna Court, Bowling Back Lane, Bradford, BD4 8ST",BD4 8ST,53.78564,-1.72690,2014-09-01,4150,IF3,,2014-09-01,Y,,,Small Business Rate Relief,2014-09-01,,,,
9008738,Steady Selection Limited,"Ground Floor, 5, Burnett Street, Bradford, BD1 5AP",BD1 5AP,53.79483,-1.74645,2015-09-02,10250,IF3,,2015-09-02,,Listed Building,2018-04-30,,,,,,
9008739,Steady Selection Limited,"1st Floor, 5, Burnett Street, Bradford, BD1 5AP",BD1 5AP,53.79483,-1.74645,2015-09-02,6100,IF3,,2015-09-02,,Listed Building,2015-09-02,,,,,,
9008740,,"Ground Floor, 37, Westgate, Bradford, BD1 2QT",BD1 2QT,53.79491,-1.75709,2015-08-01,14250,CS,,2015-08-01,Y,,,,,,,,
9008741,,"Adams Tyres, Cemetery Road, Bradford, BD8 9TE",BD8 9TE,53.79674,-1.79350,2015-04-01,5500,CW1,,2015-04-01,Y,,,Small Business Rate Relief,2015-04-01,,,,
9008744,Gill Hk Ltd,"Unit 5, Bizspace Business Centre, Knowles Lane, Bradford, BD4 9SW",BD4 9SW,53.77374,-1.72247,2015-12-03,6100,IF3,,2017-07-04,Y,,,,,,,,
9008745,Heaven Energy Services Limited,"Unit 5a, Bizspace Business Centre, Knowles Lane, Bradford, BD4 9SW",BD4 9SW,53.77374,-1.72247,2015-12-03,5900,IF3,,2017-04-07,Y,,,Small Business Rate Relief,2017-04-07,,,,
9008746,Mailing & Marketing Solutions Ltd,"Unit 9, Bizspace Business Centre, Knowles Lane, Bradford, BD4 9SW",BD4 9SW,53.77374,-1.72247,2015-12-03,20500,CW,,2018-09-03,Y,,,,,,,,
9008747,,"Unit 1, Part Ground Floor, 137, Jowett Street, Bradford, BD1 2JX",BD1 2JX,53.79661,-1.76683,2015-08-01,6900,IF3,,2015-08-01,Y,,,Small Business Rate Relief,2015-08-01,,,,
9008748,,"208, Thornton Road, Bradford, BD1 2JN",BD1 2JN,53.79625,-1.76680,2015-08-01,12750,CW,SNOOKER HALL & PREMISES,2016-10-28,,,,,,,,,
9008749,Kii Accountants Limited,"Offices 8 & 9, Ground Floor , 6-8, Hallfield Road, Bradford, BD1 3RQ",BD1 3RQ,53.79844,-1.76055,2015-12-01,2125,CO,,2015-12-01,Y,,,Small Business Rate Relief,2015-12-01,,,,
9008750,Stairlifts Direct Limited,"Units 1 & 2, Marley Mills, Alkincote Street, Keighley, BD21 5JT",BD21 5JT,53.86305,-1.90942,2015-07-16,18250,IF3,,2015-07-16,Y,,,,,,,,
9008751,,"Ground Floor, 1, Rand Street, Bradford, BD7 1RW",BD7 1RW,53.78758,-1.77094,2015-02-01,7000,CS,,2015-02-01,Y,,,Small Business Rate Relief,2015-02-01,,,,
9008752,Bpr City Estates Limited,"Ground Floor, 3, Rand Street, Bradford, BD7 1RW",BD7 1RW,53.78758,-1.77094,2015-02-01,4250,CS,,2018-02-01,Y,,,Small Business Rate Relief,2018-02-01,,,,
